"","myAUC","avg_diff","power","avg_log2FC","pct.1","pct.2","cluster","gene"
"1012",0.827,1.00747870781719,0.654,1.82284901738987,0.92,0.356,"14","HLA-DMA"
"1013",0.76,1.1405697023382,0.52,1.82098503682237,0.822,0.449,"11","ANXA1"
"1014",0.814,1.16756456423034,0.628,1.82094538740267,0.894,0.546,"11","FOSB"
"1015",0.868,1.18729927355646,0.736,1.81950763388261,0.977,0.618,"6","S100A11"
"1016",0.817,1.14621300904752,0.634,1.81865476697956,0.885,0.292,"5","GZMB"
"1017",0.711,0.352991929754771,0.422,1.81756193444359,0.521,0.081,"15","NAGA"
"1018",0.84,1.14547957333694,0.68,1.81369883296551,0.908,0.631,"18","H2AFZ"
"1019",0.723,0.83672228112692,0.446,1.81311992078149,0.635,0.23,"3","NCF1"
"1020",0.798,1.02229485937146,0.596,1.81305442037546,0.821,0.288,"2","NPC2"
"1021",0.723,0.4309943146064,0.446,1.8073226233714,0.553,0.086,"15","RASSF4"
"1022",0.709,0.673357523448712,0.418,1.806098596783,0.593,0.165,"17","CD81"
"1023",0.726,0.665027179911428,0.452,1.80280376076219,0.632,0.19,"14","LSM10"
"1024",0.795,1.02804693550153,0.59,1.80271085029261,0.862,0.364,"6","TYMP"
"1025",0.71,0.685219469219635,0.42,1.80183293581961,0.581,0.165,"17","PLD3"
"1026",0.716,0.605567384180679,0.432,1.80051364755023,0.585,0.149,"17","REXO2"
"1027",0.757,0.71040970461313,0.514,1.79889698396388,0.691,0.171,"17","YBX3"
"1028",0.702,0.349593303244127,0.404,1.79784951198013,0.487,0.066,"15","GMNN"
"1029",0.707,0.712571795962857,0.414,1.79120141119105,0.597,0.194,"7","CENPX"
"1030",0.721,0.394862706871822,0.442,1.78402609814325,0.542,0.079,"15","PHF19"
"1031",0.779,0.803173349075529,0.558,1.78275928920974,0.809,0.276,"9","SSR3"
"1032",0.733,0.644609641897269,0.466,1.7785445126015,0.622,0.143,"14","GCHFR"
"1033",0.91,1.21846687110967,0.82,1.775214550591,0.999,0.934,"2","FTL"
"1034",0.717,1.07439196426152,0.434,1.77483356014482,0.65,0.299,"10","BCL2A1"
"1035",0.703,0.508976371315489,0.406,1.77267304863469,0.542,0.126,"17","LEPROT"
"1036",0.746,1.0615664190111,0.492,1.77184710607614,0.836,0.603,"12","COX5B"
"1037",0.751,1.14686695458532,0.502,1.76895476350277,0.733,0.278,"6","CCL3"
"1038",0.787,0.950350404394206,0.574,1.76558199403075,0.834,0.405,"7","H2AFV"
"1039",0.74,0.778769597357266,0.48,1.76463943837343,0.665,0.185,"16","SELL"
"1040",0.767,0.992676742982387,0.534,1.76421333224927,0.886,0.42,"9","HSP90B1"
"1041",0.729,0.499968733401617,0.458,1.76367446318664,0.587,0.11,"9","PLPP5"
"1042",0.848,0.909259926272124,0.696,1.75961023210568,0.887,0.15,"19","CD79A"
"1043",0.722,0.652448526016953,0.444,1.75926962439947,0.621,0.177,"18","DNMT1"
"1044",0.724,1.0070179918814,0.448,1.75857557386357,0.716,0.412,"11","NFKBIZ"
"1045",0.719,0.685570911155769,0.438,1.75767314156781,0.614,0.167,"8","MAFF"
"1046",0.719,0.608697607611939,0.438,1.75389267843961,0.608,0.159,"8","BID"
"1047",0.839,1.09505847420695,0.678,1.75349008611541,0.968,0.646,"14","CD37"
"1048",0.742,0.875209692116378,0.484,1.74951439042822,0.732,0.286,"16","GPR65"
"1049",0.797,1.05207866779292,0.594,1.74903581704222,0.805,0.264,"2","CTSB"
"1050",0.777,1.14667213633728,0.554,1.74412307930616,0.89,0.757,"10","IFITM2"
"1051",0.713,0.82666596081763,0.426,1.7426954036768,0.638,0.239,"2","SOCS3"
"1052",0.725,1.12555388968785,0.45,1.74181144224172,0.61,0.186,"10","S100A9"
"1053",0.799,0.789060579155037,0.598,1.7415644646597,0.844,0.23,"15","CTSH"
"1054",0.839,0.918561642127396,0.678,1.73851877221993,0.941,0.363,"15","AP2S1"
"1055",0.786,0.916336970573763,0.572,1.73513092873904,0.841,0.377,"16","PLP2"
"1056",0.784,0.859011556391055,0.568,1.73349061168549,0.844,0.323,"14","TMEM123"
"1057",0.774,0.887827281703308,0.548,1.72928198747176,0.807,0.338,"6","AP2S1"
"1058",0.843,1.15442842571057,0.686,1.72803699001108,0.996,0.779,"17","S100A6"
"1059",0.706,0.727426839713847,0.412,1.72552986226674,0.596,0.172,"6","C1orf162"
"1060",0.76,0.993336910081604,0.52,1.72316925636813,0.824,0.382,"8","CDKN1A"
"1061",0.74,0.581274988594447,0.48,1.72304001614303,0.652,0.153,"9","ERLEC1"
"1062",0.758,0.590751401225877,0.516,1.72022138127008,0.703,0.159,"15","PEA15"
"1063",0.703,0.857646865121448,0.406,1.71917308943017,0.593,0.202,"4","TIGIT"
"1064",0.747,1.16607731618354,0.494,1.71569008183838,0.914,0.711,"11","FOS"
"1065",0.769,0.906434307372867,0.538,1.71524578222116,0.797,0.34,"2","ANXA5"
"1066",0.712,0.684145963161523,0.424,1.7146577361642,0.613,0.196,"6","LGALS9"
"1067",0.799,0.843250333193636,0.598,1.71423314375203,0.856,0.327,"14","PPP1CC"
"1068",0.748,1.11150760311846,0.496,1.71294469743186,0.834,0.56,"11","CD69"
"1069",0.832,1.10077223549426,0.664,1.71197928498084,0.95,0.524,"6","LGALS1"
"1070",0.754,0.723633255848067,0.508,1.71169218843778,0.728,0.231,"18","RPA3"
"1071",0.779,0.690217565891114,0.558,1.71145207297117,0.788,0.205,"15","PPT1"
"1072",0.701,0.695981995975859,0.402,1.70663374282323,0.564,0.167,"7","ENTPD1"
"1073",0.756,0.485757831224786,0.512,1.70638075861898,0.648,0.104,"15","TMEM106C"
"1074",0.788,0.93921998979914,0.576,1.706038536628,0.844,0.432,"6","ATP6V1F"
"1075",0.776,0.823708323381585,0.552,1.70472340708422,0.734,0.151,"15","CD14"
"1076",0.797,0.946628138681571,0.594,1.7034697150287,0.906,0.359,"15","ANXA2"
"1077",0.727,0.943019312162005,0.454,1.70165225792251,0.625,0.166,"7","IFNG"
"1078",0.717,0.715359301784972,0.434,1.70106021869602,0.648,0.23,"6","ATP6AP2"
"1079",0.722,0.486796867483832,0.444,1.70074362389706,0.592,0.126,"15","NME1"
"1080",0.834,1.08517679384224,0.668,1.70061808307414,0.959,0.599,"2","NEAT1"
"1081",0.757,0.719074784184937,0.514,1.70035316570032,0.703,0.172,"8","FCGRT"
"1082",0.734,0.415937491541339,0.468,1.69792641426386,0.593,0.095,"15","PLXDC2"
"1083",0.725,0.413341663442547,0.45,1.6969258508666,0.574,0.098,"15","SLC7A7"
"1084",0.711,0.70262484794564,0.422,1.69687473662634,0.592,0.159,"8","CEBPD"
"1085",0.719,0.601046883026794,0.438,1.69547714372774,0.623,0.184,"17","NENF"
"1086",0.816,1.10461019891569,0.632,1.69466095034689,0.949,0.802,"12","MIF"
"1087",0.898,1.15831666397953,0.796,1.69208127061241,0.999,0.837,"3","CD74"
"1088",0.744,0.733067722141924,0.488,1.6870053399659,0.691,0.192,"17","FCGRT"
"1089",0.746,0.508070105666911,0.492,1.68683228798952,0.642,0.118,"15","HCK"
"1090",0.731,0.611517718497362,0.462,1.68510750713202,0.631,0.16,"14","CD81"
"1091",0.703,0.64139680251882,0.406,1.68378564023207,0.601,0.205,"6","AKR1A1"
"1092",0.796,1.08663241835551,0.592,1.68373102572647,0.919,0.555,"6","HLA-DPA1"
"1093",0.701,0.683286399544645,0.402,1.68292788706891,0.594,0.202,"7","NASP"
"1094",0.806,0.969206284327557,0.612,1.68268465588065,0.9,0.324,"8","NPC2"
"1095",0.736,0.529471707479079,0.472,1.68077088555925,0.611,0.114,"15","PCNA"
"1096",0.843,0.996771476745252,0.686,1.67868088331157,0.947,0.552,"14","SLC25A5"
"1097",0.796,0.907942434413243,0.592,1.67818256158615,0.869,0.427,"14","ANP32B"
"1098",0.826,1.07964124436102,0.652,1.67674018289766,0.874,0.193,"8","LYZ"
"1099",0.725,0.422430656759579,0.45,1.67566284928417,0.565,0.091,"15","KCTD12"
"1100",0.752,0.721898319753675,0.504,1.67254000891176,0.679,0.152,"8","IFI30"
"1101",0.871,1.06533350666133,0.742,1.67185306951629,0.964,0.725,"18","HMGB1"
"1102",0.712,0.876331381130311,0.424,1.66958739601542,0.675,0.279,"6","ACP5"
"1103",0.753,0.893423968082512,0.506,1.66667195179884,0.783,0.335,"6","HLA-DMA"
"1104",0.761,0.745637367668848,0.522,1.66600284040957,0.767,0.241,"17","RHOC"
"1105",0.71,0.647648988347875,0.42,1.66531564327103,0.598,0.17,"6","APLP2"
"1106",0.72,0.836032777007937,0.44,1.66438918717909,0.695,0.282,"17","SOCS3"
"1107",0.743,0.921792199491325,0.486,1.66380710647189,0.773,0.473,"12","SEM1"
"1108",0.769,0.986379395297617,0.538,1.66172771443585,0.812,0.298,"8","IFITM3"
"1109",0.782,0.716378942101145,0.564,1.66061244282714,0.79,0.187,"15","FCGRT"
"1110",0.708,0.718662219442376,0.416,1.66037447440153,0.614,0.189,"14","PTTG1"
"1111",0.71,0.770889073005419,0.42,1.65996666572021,0.638,0.241,"7","CKS2"
"1112",0.714,0.351059202740135,0.428,1.65645646549528,0.541,0.092,"15","CORO1C"
"1113",0.747,0.900355235206174,0.494,1.65511172561548,0.822,0.42,"14","H2AFV"
"1114",0.705,0.35213100676704,0.41,1.6500801506275,0.522,0.089,"15","ZNF385A"
"1115",0.734,0.963767781681415,0.468,1.6496515053968,0.708,0.237,"17","IER3"
"1116",0.705,0.676015093681161,0.41,1.64904480532789,0.615,0.21,"6","CTSA"
"1117",0.711,0.577013330119,0.422,1.64903834056937,0.567,0.137,"19","SMIM14"
"1118",0.762,0.914671345066405,0.524,1.64692556379812,0.817,0.433,"2","TSPO"
"1119",0.714,0.898053392534501,0.428,1.64641831529913,0.673,0.319,"11","CAPG"
"1120",0.704,0.612198050758358,0.408,1.64551018195686,0.597,0.184,"6","TPP1"
"1121",0.86,1.08880135725507,0.72,1.64488807731767,0.983,0.754,"2","S100A6"
"1122",0.794,1.09320064605371,0.588,1.64434940855815,0.941,0.607,"6","HLA-DRB1"
"1123",0.758,0.887438502251625,0.516,1.64434268957018,0.788,0.289,"15","HIST1H4C"
"1124",0.728,0.99708027781043,0.456,1.64218635882251,0.6,0.134,"6","CXCL2"
"1125",0.779,0.793976282797061,0.558,1.64129031612123,0.807,0.257,"19","VPS37B"
"1126",0.708,1.10596145787599,0.416,1.64107879772289,0.785,0.416,"1","CCL4"
"1127",0.709,0.665989518314129,0.418,1.64021123340782,0.619,0.211,"7","HSPB11"
"1128",0.843,1.06195027090387,0.686,1.63891026044736,0.974,0.599,"2","S100A11"
"1129",0.798,0.910018509711895,0.596,1.63711599682953,0.897,0.486,"16","SPCS1"
"1130",0.742,0.924556981685015,0.484,1.63456800174281,0.806,0.445,"6","PRDX1"
"1131",0.758,0.946860214796182,0.516,1.63441339255732,0.788,0.423,"11","CD63"
"1132",0.753,0.859661633660352,0.506,1.63245585672617,0.78,0.323,"16","BHLHE40"
"1133",0.772,0.960644413227293,0.544,1.63026919010599,0.814,0.285,"6","IFITM3"
"1134",0.785,0.976641035560301,0.57,1.63024668528356,0.917,0.517,"9","HERPUD1"
"1135",0.802,0.95377890617532,0.604,1.62598703530748,0.911,0.38,"15","PSAP"
"1136",0.787,0.663484385983004,0.574,1.62541005810033,0.786,0.174,"15","RAB31"
"1137",0.796,0.944175611459223,0.592,1.62426831963022,0.868,0.345,"16","NPC2"
"1138",0.773,0.817586051733396,0.546,1.6240315316361,0.808,0.276,"14","SOCS1"
"1139",0.717,0.918380876438656,0.434,1.62301169401846,0.711,0.396,"13","RARRES3"
"1140",0.704,0.889166656205169,0.408,1.62194753530721,0.626,0.256,"5","TRBC1"
"1141",0.734,0.761524498892858,0.468,1.62190482794671,0.727,0.31,"7","SIVA1"
"1142",0.71,0.546399127396228,0.42,1.62175389371365,0.591,0.166,"14","IMP4"
"1143",0.763,0.746121189398399,0.526,1.62147352722704,0.786,0.28,"14","CSK"
"1144",0.784,0.670518876910655,0.568,1.6186444553313,0.797,0.188,"15","RNF130"
"1145",0.774,0.834947250642307,0.548,1.61806654049743,0.805,0.36,"18","DEK"
"1146",0.839,1.01249234539768,0.678,1.61794013335146,0.89,0.266,"17","TIMP1"
"1147",0.753,0.672175496799044,0.506,1.61322368537108,0.74,0.23,"14","ITSN2"
"1148",0.771,0.612602986505108,0.542,1.60845521528349,0.76,0.186,"15","MFSD1"
"1149",0.813,0.951823082044097,0.626,1.60771719502856,0.884,0.332,"3","HLA-DQB1"
"1150",0.813,1.04908031918935,0.626,1.60486627867511,0.909,0.336,"1","NKG7"
"1151",0.745,0.600684913555744,0.49,1.60175736610017,0.66,0.143,"8","CLEC7A"
"1152",0.733,0.43435113101254,0.466,1.60062115574117,0.619,0.125,"15","CCDC88A"
"1153",0.742,0.501775520683443,0.484,1.59681888158414,0.65,0.133,"15","LAIR1"
"1154",0.701,0.509772420749735,0.402,1.59475694945643,0.54,0.116,"14","P2RY8"
"1155",0.731,0.567028998166809,0.462,1.59368261827729,0.658,0.173,"9","LMAN1"
"1156",0.766,0.929309568260814,0.532,1.59336443659694,0.842,0.488,"3","EZR"
"1157",0.779,0.854861528854466,0.558,1.59283315435289,0.842,0.36,"6","ANXA5"
"1158",0.757,0.629807470190247,0.514,1.59279772131092,0.687,0.138,"15","FCGR2A"
"1159",0.703,0.435721397927389,0.406,1.59251298044644,0.539,0.109,"15","ALDH2"
"1160",0.799,1.00927371516722,0.598,1.58935807592561,0.969,0.722,"14","HMGB1"
"1161",0.779,0.766372927345663,0.558,1.58273511138699,0.837,0.286,"15","DUT"
"1162",0.724,0.767163459393378,0.448,1.58248363211954,0.691,0.271,"2","ZEB2"
"1163",0.715,0.595859242675043,0.43,1.58189819955454,0.632,0.192,"14","OSER1"
"1164",0.745,0.909652200922597,0.49,1.57942994878364,0.811,0.414,"16","ZNF331"
"1165",0.751,0.713718513830034,0.502,1.57463194115528,0.756,0.269,"14","TKT"
"1166",0.769,0.832849302354456,0.538,1.57308803414224,0.819,0.413,"7","ANP32B"
"1167",0.781,0.627990326806261,0.562,1.57074457014368,0.758,0.161,"15","CYBB"
"1168",0.789,0.673220198230553,0.578,1.57042927756028,0.849,0.258,"15","LSM4"
"1169",0.777,0.865538346662024,0.554,1.56925564842432,0.838,0.448,"6","ATP6V0B"
"1170",0.709,0.490397468703098,0.418,1.56509496390947,0.565,0.126,"8","DSE"
"1171",0.705,0.756256277864736,0.41,1.56480855297871,0.643,0.245,"6","YWHAH"
"1172",0.808,1.02648852772171,0.616,1.56430111253508,0.942,0.694,"2","NFKBIA"
"1173",0.755,0.599523579466065,0.51,1.56378789169371,0.724,0.188,"15","SLC16A3"
"1174",0.727,0.701617907708827,0.454,1.56360336005389,0.7,0.251,"14","RCSD1"
"1175",0.736,0.731706504255505,0.472,1.56220401521272,0.718,0.255,"18","H2AFX"
"1176",0.709,0.658741625932804,0.418,1.5595741580682,0.576,0.14,"17","TMEM176B"
"1177",0.737,0.692259708035486,0.474,1.55883203132412,0.734,0.286,"14","SRSF9"
"1178",0.709,0.3379840165403,0.418,1.5583880602509,0.512,0.072,"15","CENPK"
"1179",0.789,0.839917349810859,0.578,1.55834451539534,0.846,0.432,"18","ANP32B"
"1180",0.806,1.04694383454544,0.612,1.55775350946425,0.974,0.527,"15","HLA-DRA"
"1181",0.743,0.457268073955828,0.486,1.55707509891926,0.657,0.141,"15","PCBD1"
"1182",0.766,0.565283150366055,0.532,1.55508075406642,0.734,0.166,"15","BRI3"
"1183",0.722,0.373316263767852,0.444,1.55432509502514,0.566,0.096,"15","KIF22"
"1184",0.755,1.00347233645076,0.51,1.55193648800677,0.89,0.55,"17","LGALS1"
"1185",0.867,1.06251055037677,0.734,1.54581593498223,1,0.941,"15","FTL"
"1186",0.851,1.05885416969065,0.702,1.54417685895563,0.998,0.852,"14","CD74"
"1187",0.703,0.595158804662856,0.406,1.54396360395593,0.621,0.225,"16","BAG1"
"1188",0.703,0.475548032613986,0.406,1.54354055410872,0.559,0.135,"18","SKA2"
"1189",0.712,0.601151684713825,0.424,1.54327634494464,0.595,0.151,"8","ETS2"
"1190",0.762,0.657455651146548,0.524,1.54207403440241,0.709,0.154,"9","ITM2C"
"1191",0.709,0.676203238851762,0.418,1.54175660935476,0.649,0.249,"7","IDH2"
"1192",0.742,0.8070506609325,0.484,1.5414174947577,0.757,0.24,"15","CTSD"
"1193",0.709,0.668704534145307,0.418,1.54141004473531,0.65,0.242,"6","GSTO1"
"1194",0.764,0.9613921189454,0.528,1.53991915501933,0.887,0.415,"15","HLA-DQA1"
"1195",0.76,0.663574934288701,0.52,1.53635568424937,0.784,0.234,"15","TUBA1C"
"1196",0.731,0.615653019747959,0.462,1.53600068147936,0.661,0.174,"8","RNF130"
"1197",0.812,0.829334503531202,0.624,1.53389028896268,0.941,0.421,"15","H2AFV"
"1198",0.806,0.888279828887341,0.612,1.53237343650005,0.907,0.429,"17","CD63"
"1199",0.768,0.624715562508942,0.536,1.5309562543826,0.786,0.217,"15","LGALS9"
"1200",0.76,0.598577187105868,0.52,1.53054553916073,0.779,0.225,"15","AKR1A1"
"1201",0.752,0.913009515654376,0.504,1.52723148515057,0.834,0.528,"3","YPEL5"
"1202",0.703,0.532555180835775,0.406,1.52712327404399,0.582,0.163,"14","BRWD1"
"1203",0.731,0.731511857513117,0.462,1.52681846435973,0.717,0.274,"6","GRINA"
"1204",0.706,0.693360432472949,0.412,1.52501988868983,0.634,0.236,"7","H2AFX"
"1205",0.709,0.624855849392133,0.418,1.52266081174991,0.621,0.191,"16","RNF130"
"1206",0.781,0.911551484638785,0.562,1.52220734227419,0.865,0.365,"8","CD83"
"1207",0.72,0.662373368606435,0.44,1.51838062949303,0.683,0.246,"14","SLBP"
"1208",0.717,0.724473139266057,0.434,1.51833308403275,0.719,0.329,"16","SIVA1"
"1209",0.704,0.82997448192074,0.408,1.51679445268275,0.689,0.418,"13","BST2"
"1210",0.725,0.38534258239474,0.45,1.51657868842998,0.598,0.119,"15","NQO2"
"1211",0.729,0.64731081956099,0.458,1.51507309034065,0.697,0.262,"18","LSM4"
"1212",0.755,0.733321784626982,0.51,1.51404050737995,0.794,0.281,"8","GRINA"
"1213",0.768,0.764743086534608,0.536,1.51269155943663,0.81,0.306,"14","ODC1"
"1214",0.727,0.405403391479243,0.454,1.51089416239827,0.602,0.12,"15","SMCO4"
"1215",0.771,0.93589737767812,0.542,1.51045295978388,0.863,0.511,"11","ALOX5AP"
"1216",0.756,0.470445002582277,0.512,1.51037171680243,0.706,0.158,"15","YIF1B"
"1217",0.706,0.499057436249941,0.412,1.50834529017366,0.587,0.159,"14","UBE2G1"
"1218",0.744,0.628224855444809,0.488,1.5073527979068,0.727,0.242,"14","RBBP4"
"1219",0.775,0.651899495555214,0.55,1.50642013776595,0.84,0.264,"15","PRDX3"
"1220",0.718,0.572902378733263,0.436,1.50631933570285,0.639,0.179,"14","ATP2A3"
"1221",0.802,1.03062774518593,0.604,1.50466172295758,0.987,0.845,"6","CD74"
"1222",0.71,0.377949480557271,0.42,1.50424620754076,0.558,0.112,"15","DCTPP1"
"1223",0.711,0.650424892657476,0.422,1.50267222373465,0.659,0.243,"6","MGAT1"
"1224",0.737,0.686737297058227,0.474,1.50145019598426,0.744,0.305,"16","CNPY3"
"1225",0.747,0.86003157664974,0.494,1.49844036984769,0.726,0.218,"8","IER3"
"1226",0.767,0.793581085196909,0.534,1.4969913504942,0.831,0.394,"7","CALM3"
"1227",0.817,0.964606206293904,0.634,1.49646640547335,0.953,0.322,"8","TYROBP"
"1228",0.717,0.648117158766483,0.434,1.49645324883381,0.581,0.136,"17","CD9"
"1229",0.751,0.600935852986558,0.502,1.49633854191176,0.699,0.167,"8","CTSZ"
"1230",0.733,0.703079398231717,0.466,1.49620078509743,0.735,0.309,"7","SNRPD1"
"1231",0.737,0.524928319707793,0.474,1.49400297634754,0.67,0.161,"15","KPNA2"
"1232",0.809,0.82387719413392,0.618,1.49159234116972,0.92,0.342,"15","HMGB2"
"1233",0.73,0.920859998671951,0.46,1.4911407797849,0.788,0.394,"6","HLA-DQA1"
"1234",0.726,0.683303486434269,0.452,1.48902672848121,0.703,0.267,"7","BUB3"
"1235",0.844,1.02061710060946,0.688,1.4884418458636,1,0.853,"16","CD74"
"1236",0.701,0.4929307441465,0.402,1.48723275563856,0.576,0.158,"14","HDAC1"
"1237",0.807,0.832221516923208,0.614,1.48247100268068,0.955,0.469,"15","VAMP8"
"1238",0.718,0.648697466935522,0.436,1.48153655293048,0.671,0.238,"16","LYN"
"1239",0.749,0.525285330154378,0.498,1.48038109201737,0.668,0.134,"15","FGL2"
"1240",0.71,0.642160425656675,0.42,1.4755011854745,0.669,0.274,"7","LSM5"
"1241",0.859,0.950660939020505,0.718,1.47388739544899,0.975,0.776,"3","EEF1B2"
"1242",0.778,0.807066516725724,0.556,1.47223768977894,0.87,0.301,"15","FABP5"
"1243",0.751,0.595436541104691,0.502,1.46715843521934,0.668,0.133,"15","MAFB"
"1244",0.719,0.531709044136445,0.438,1.46649538771866,0.634,0.175,"8","IFNGR2"
"1245",0.763,0.475981205684072,0.526,1.46586496169121,0.728,0.157,"15","NUDT1"
"1246",0.808,0.717785204977436,0.616,1.465679406582,0.864,0.208,"15","LST1"
"1247",0.72,0.834668113774039,0.44,1.46129048846021,0.788,0.416,"6","CTSC"
"1248",0.8,0.940425494953586,0.6,1.45809128433253,0.974,0.547,"15","LGALS1"
"1249",0.707,0.875241840704819,0.414,1.45491211016944,0.777,0.584,"12","ALDOA"
"1250",0.726,0.68722365549977,0.452,1.45259611928506,0.691,0.229,"7","C12orf75"
"1251",0.727,0.907062829904164,0.454,1.45245241050347,0.904,0.628,"14","H2AFZ"
"1252",0.769,0.676954732750234,0.538,1.45066674569715,0.818,0.255,"15","CKS2"
"1253",0.716,0.530252137619984,0.432,1.4468097006562,0.646,0.201,"14","ZFAND6"
"1254",0.714,0.550614002296918,0.428,1.44615919668505,0.644,0.192,"8","PPT1"
"1255",0.709,0.641107230339837,0.418,1.445443748292,0.65,0.215,"8","NR4A3"
"1256",0.706,0.636925986458408,0.412,1.44520233515191,0.659,0.271,"7","PA2G4"
"1257",0.825,0.902864133020894,0.65,1.44488458634543,0.972,0.291,"15","FCER1G"
"1258",0.773,0.832326595801851,0.546,1.44319766396543,0.877,0.477,"14","UCP2"
"1259",0.714,0.383839298434518,0.428,1.44258244827991,0.582,0.126,"15","CDK4"
"1260",0.773,0.919848292194774,0.546,1.44214509639279,0.916,0.615,"2","S100A10"
"1261",0.775,0.673913358205728,0.55,1.44177050203707,0.852,0.303,"15","H2AFY"
"1262",0.759,0.503208061652254,0.518,1.44024531213024,0.731,0.168,"15","ATP6V1B2"
"1263",0.78,0.640617295551062,0.56,1.43621262543908,0.856,0.269,"15","NUCKS1"
"1264",0.739,0.876427508894944,0.478,1.43227961582235,0.799,0.412,"1","CD3D"
"1265",0.769,0.921925951283759,0.538,1.4312099755468,0.905,0.536,"6","HLA-DPB1"
"1266",0.721,0.89854644325404,0.442,1.43120383816767,0.725,0.378,"10","SOD2"
"1267",0.731,0.564803078665093,0.462,1.43082039258392,0.709,0.225,"9","SELENOS"
"1268",0.793,0.924996788617028,0.586,1.42938113060565,0.961,0.575,"15","HLA-DPA1"
"1269",0.72,0.667149402187992,0.44,1.42925683543079,0.703,0.26,"18","CKS2"
"1270",0.706,0.356445203843171,0.412,1.42708588357905,0.534,0.094,"15","MCM7"
"1271",0.776,0.852736320626942,0.552,1.42561682686316,0.908,0.526,"14","HERPUD1"
"1272",0.887,0.981313726390589,0.774,1.42202414532344,0.999,0.986,"11","MALAT1"
"1273",0.738,0.695041052191289,0.476,1.42109641779109,0.759,0.324,"18","RANBP1"
"1274",0.708,0.61093576913974,0.416,1.42083798944242,0.66,0.256,"7","LSM2"
"1275",0.717,0.713182019266487,0.434,1.4200496345448,0.713,0.322,"7","IFI16"
"1276",0.704,0.625624474250523,0.408,1.41957291442334,0.716,0.281,"9","MYDGF"
"1277",0.703,0.452282237447058,0.406,1.41770281719457,0.596,0.167,"8","MAN2B1"
"1278",0.712,0.627785815705992,0.424,1.41451146080817,0.667,0.237,"19","ALG13"
"1279",0.731,0.406205885149685,0.462,1.41397691683695,0.643,0.145,"15","TIMM10"
"1280",0.75,0.794994562802928,0.5,1.41275908908742,0.879,0.447,"8","SYNGR2"
"1281",0.776,0.957423522310779,0.552,1.41043719653082,0.974,0.916,"12","GAPDH"
"1282",0.759,0.775071692580849,0.518,1.40952021057038,0.851,0.448,"6","VAMP8"
"1283",0.811,0.826303988565505,0.622,1.40607765596734,0.965,0.553,"15","SLC25A5"
"1284",0.758,0.660530285889323,0.516,1.40522096786453,0.713,0.156,"19","KLRD1"
"1285",0.771,0.844504450589726,0.542,1.40427099525846,0.881,0.384,"14","HLA-DQB1"
"1286",0.724,0.69444222803061,0.448,1.40343661830897,0.759,0.362,"14","PRDX6"
"1287",0.734,0.723952104544919,0.468,1.40185873318959,0.811,0.347,"8","SERPINB1"
"1288",0.741,0.739123105803825,0.482,1.40087979684643,0.864,0.413,"17","SELENOW"
"1289",0.784,0.89213888342949,0.568,1.40075509237904,0.927,0.504,"2","LGALS1"
"1290",0.768,0.795851854306603,0.536,1.39897738719748,0.913,0.518,"14","MAP1LC3B"
"1291",0.763,0.766604789493149,0.526,1.39733806970354,0.866,0.446,"16","RNASET2"
"1292",0.713,0.778588524275915,0.426,1.39161103414153,0.74,0.488,"13","DRAP1"
"1293",0.775,0.724901050536679,0.55,1.3900823520403,0.881,0.428,"14","SMDT1"
"1294",0.764,0.813552908640872,0.528,1.38771807784083,0.687,0.139,"6","C15orf48"
"1295",0.848,0.888654159652525,0.696,1.38761588461082,0.981,0.816,"14","ATP5MG"
"1296",0.707,0.520299585254549,0.414,1.38709289567236,0.635,0.204,"14","SNX2"
"1297",0.726,0.723854860581306,0.452,1.38545401344065,0.762,0.368,"2","SDCBP"
"1298",0.742,0.467488605033323,0.484,1.38402451979943,0.697,0.175,"15","HEXB"
"1299",0.721,0.757783125698989,0.442,1.3826315875447,0.756,0.376,"2","NFKBIZ"
"1300",0.755,0.481078461741494,0.51,1.38251763433488,0.729,0.173,"15","DNMT1"
"1301",0.714,0.786440453175291,0.428,1.38079244359662,0.668,0.239,"7","CD8A"
"1302",0.708,0.367346211562777,0.416,1.38073604337089,0.557,0.11,"15","NCF2"
"1303",0.703,0.609330331753573,0.406,1.37911694017317,0.708,0.293,"18","LSM5"
"1304",0.721,0.735937895570238,0.442,1.37871044562236,0.759,0.38,"6","ITGB2"
"1305",0.815,0.888684683297048,0.63,1.37677832883699,0.983,0.341,"15","TYROBP"
"1306",0.713,0.923696246520342,0.426,1.37675849263506,0.689,0.26,"7","GNLY"
"1307",0.744,0.444750109039515,0.488,1.37594669062935,0.683,0.153,"15","ARHGAP18"
"1308",0.739,0.864617997021836,0.478,1.3731370641768,0.814,0.43,"1","CD7"
"1309",0.759,0.604160647647499,0.518,1.37142751866591,0.821,0.263,"15","GSTO1"
"1310",0.75,0.477891160647392,0.5,1.37037667761393,0.699,0.167,"15","EIF4EBP1"
"1311",0.796,0.936570900200939,0.592,1.36648077623096,0.995,0.853,"15","CD74"
"1312",0.748,0.572359514336975,0.496,1.36608372827017,0.725,0.189,"15","PTTG1"
"1313",0.769,0.776006826178766,0.538,1.36533722711943,0.947,0.464,"15","PRDX1"
"1314",0.717,0.591128667940269,0.434,1.36511552383216,0.588,0.13,"15","CTSL"
"1315",0.757,0.785339560240359,0.514,1.36493633838051,0.769,0.233,"15","IER3"
"1316",0.726,0.57292310755018,0.452,1.36441206623883,0.712,0.252,"17","MGST3"
